name,referencePath,policyType,category,displayName,description,groupNames,policySets,allowedEffects,devEffect,devParameters,prodEffect,prodParameters
ca610c1d-041c-4332-9d88-7ed3094967c7,,BuiltIn,App Configuration,App Configuration should use private link,"Azure Private Link lets you connect your virtual network to Azure services without a public IP address at the source or destination. The private link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to your app configuration instances instead of the entire service, you'll also be protected against data leakage risks. Learn more at: https://aka.ms/appconfig/private-endpoint.",Azure_Security_Benchmark_v3.0_NS-2,MCSB: AuditIfNotExists (default: appConfigurationShouldUsePrivateLinkMonitoringEffect),"parameter: AuditIfNotExists,Disabled",AuditIfNotExists,,AuditIfNotExists,
af35e2a4-ef96-44e7-a9ae-853dd97032c4,,BuiltIn,App Platform,Azure Spring Cloud should use network injection,Azure Spring Cloud instances should use virtual network injection for the following purposes: 1. Isolate Azure Spring Cloud from Internet. 2. Enable Azure Spring Cloud to interact with systems in either on premises data centers or Azure service in other virtual networks. 3. Empower customers to control inbound and outbound network communications for Azure Spring Cloud.,Azure_Security_Benchmark_v3.0_NS-2,MCSB: Audit (default: azureSpringCloudShouldUseNetworkInjectionMonitoringEffect),"parameter: Deny,Audit,Disabled",Audit,,Audit,
19dd1db6-f442-49cf-a838-b0786b4401ef,,BuiltIn,App Service,App Service apps should have Client Certificates (Incoming client certificates) enabled,Client certificates allow for the app to request a certificate for incoming requests. Only clients that have a valid certificate will be able to reach the app. This policy applies to apps with Http version set to 1.1.,Azure_Security_Benchmark_v3.0_PV-2,MCSB: AuditIfNotExists (Policy Default),"override: AuditIfNotExists,Disabled",AuditIfNotExists,,AuditIfNotExists,
cb510bfd-1cba-4d9f-a230-cb0976f4bb71,,BuiltIn,App Service,App Service apps should have remote debugging turned off,Remote debugging requires inbound ports to be opened on an App Service app. Remote debugging should be turned off.,Azure_Security_Benchmark_v3.0_PV-2,MCSB: AuditIfNotExists (default: webAppDisableRemoteDebuggingMonitoringEffect),"parameter: AuditIfNotExists,Disabled",AuditIfNotExists,,AuditIfNotExists,
91a78b24-f231-4a8a-8da9-02c35b2b6510,,BuiltIn,App Service,App Service apps should have resource logs enabled,Audit enabling of resource logs on the app. This enables you to recreate activity trails for investigation purposes if a security incident occurs or your network is compromised.,Azure_Security_Benchmark_v3.0_LT-3,MCSB: AuditIfNotExists (default: diagnosticLogsInAppServicesShouldBeEnabledMonitoringEffect),"parameter: AuditIfNotExists,Disabled",AuditIfNotExists,,AuditIfNotExists,
5744710e-cc2f-4ee8-8809-3b11e89f4bc9,,BuiltIn,App Service,App Service apps should not have CORS configured to allow every resource to access your apps,Cross-Origin Resource Sharing (CORS) should not allow all domains to access your app. Allow only required domains to interact with your app.,Azure_Security_Benchmark_v3.0_PV-2,MCSB: AuditIfNotExists (default: webAppRestrictCORSAccessMonitoringEffect),"parameter: AuditIfNotExists,Disabled",AuditIfNotExists,,AuditIfNotExists,
a4af4a39-4135-47fb-b175-47fbdf85311d,,BuiltIn,App Service,App Service apps should only be accessible over HTTPS,Use of HTTPS ensures server/service authentication and protects data in transit from network layer eavesdropping attacks.,Azure_Security_Benchmark_v3.0_DP-3,MCSB: Audit (default: webAppEnforceHttpsMonitoringEffectV2),"parameter: Audit,Disabled",Audit,,Audit,
4d24b6d4-5e53-4a4f-a7f4-618fa573ee4b,,BuiltIn,App Service,App Service apps should require FTPS only,Enable FTPS enforcement for enhanced security.,Azure_Security_Benchmark_v3.0_DP-3,MCSB: AuditIfNotExists (default: fTPSShouldBeRequiredInYourWebAppMonitoringEffect),"parameter: AuditIfNotExists,Disabled",AuditIfNotExists,,AuditIfNotExists,
2b9ad585-36bc-4615-b300-fd4435808332,,BuiltIn,App Service,App Service apps should use managed identity,Use a managed identity for enhanced authentication security,Azure_Security_Benchmark_v3.0_IM-3,MCSB: AuditIfNotExists (default: managedIdentityShouldBeUsedInYourWebAppMonitoringEffect),"parameter: AuditIfNotExists,Disabled",AuditIfNotExists,,AuditIfNotExists,
f0e6e85b-9b9f-4a4b-b67b-f730d42f1b0b,,BuiltIn,App Service,App Service apps should use the latest TLS version,"Periodically, newer versions are released for TLS either due to security flaws, include additional functionality, and enhance speed. Upgrade to the latest TLS version for App Service apps to take advantage of security fixes, if any, and/or new functionalities of the latest version.","Azure_Security_Benchmark_v3.0_NS-8,Azure_Security_Benchmark_v3.0_DP-3",MCSB: AuditIfNotExists (default: latestTLSVersionShouldBeUsedInYourWebAppMonitoringEffect),"parameter: AuditIfNotExists,Disabled",AuditIfNotExists,,AuditIfNotExists,
ab6a902f-9493-453b-928d-62c30b11b5a6,,BuiltIn,App Service,Function apps should have Client Certificates (Incoming client certificates) enabled,Client certificates allow for the app to request a certificate for incoming requests. Only clients that have a valid certificate will be able to reach the app. This policy applies to apps with Http version set to 1.1.,Azure_Security_Benchmark_v3.0_PV-2,MCSB: AuditIfNotExists (Policy Default),"override: AuditIfNotExists,Disabled",AuditIfNotExists,,AuditIfNotExists,
0e60b895-3786-45da-8377-9c6b4b6ac5f9,,BuiltIn,App Service,Function apps should have remote debugging turned off,Remote debugging requires inbound ports to be opened on Function apps. Remote debugging should be turned off.,Azure_Security_Benchmark_v3.0_PV-2,MCSB: AuditIfNotExists (default: functionAppDisableRemoteDebuggingMonitoringEffect),"parameter: AuditIfNotExists,Disabled",AuditIfNotExists,,AuditIfNotExists,
0820b7b9-23aa-4725-a1ce-ae4558f718e5,,BuiltIn,App Service,Function apps should not have CORS configured to allow every resource to access your apps,Cross-Origin Resource Sharing (CORS) should not allow all domains to access your Function app. Allow only required domains to interact with your Function app.,Azure_Security_Benchmark_v3.0_PV-2,MCSB: AuditIfNotExists (default: functionAppRestrictCORSAccessMonitoringEffect),"parameter: AuditIfNotExists,Disabled",AuditIfNotExists,,AuditIfNotExists,
6d555dd1-86f2-4f1c-8ed7-5abae7c6cbab,,BuiltIn,App Service,Function apps should only be accessible over HTTPS,Use of HTTPS ensures server/service authentication and protects data in transit from network layer eavesdropping attacks.,Azure_Security_Benchmark_v3.0_DP-3,MCSB: Audit (default: functionAppEnforceHttpsMonitoringEffectV2),"parameter: Audit,Disabled",Audit,,Audit,
399b2637-a50f-4f95-96f8-3a145476eb15,,BuiltIn,App Service,Function apps should require FTPS only,Enable FTPS enforcement for enhanced security.,Azure_Security_Benchmark_v3.0_DP-3,MCSB: AuditIfNotExists (default: fTPSOnlyShouldBeRequiredInYourFunctionAppMonitoringEffect),"parameter: AuditIfNotExists,Disabled",AuditIfNotExists,,AuditIfNotExists,
0da106f2-4ca3-48e8-bc85-c638fe6aea8f,,BuiltIn,App Service,Function apps should use managed identity,Use a managed identity for enhanced authentication security,Azure_Security_Benchmark_v3.0_IM-3,MCSB: AuditIfNotExists (default: managedIdentityShouldBeUsedInYourFunctionAppMonitoringEffect),"parameter: AuditIfNotExists,Disabled",AuditIfNotExists,,AuditIfNotExists,
f9d614c5-c173-4d56-95a7-b4437057d193,,BuiltIn,App Service,Function apps should use the latest TLS version,"Periodically, newer versions are released for TLS either due to security flaws, include additional functionality, and enhance speed. Upgrade to the latest TLS version for Function apps to take advantage of security fixes, if any, and/or new functionalities of the latest version.","Azure_Security_Benchmark_v3.0_NS-8,Azure_Security_Benchmark_v3.0_DP-3",MCSB: AuditIfNotExists (default: latestTLSVersionShouldBeUsedInYourFunctionAppMonitoringEffect),"parameter: AuditIfNotExists,Disabled",AuditIfNotExists,,AuditIfNotExists,
3657f5a0-770e-44a3-b44e-9431ba1e9735,,BuiltIn,Automation,Automation account variables should be encrypted,It is important to enable encryption of Automation account variable assets when storing sensitive data,Azure_Security_Benchmark_v3.0_DP-4,MCSB: Audit (default: encryptionOfAutomationAccountMonitoringEffect),"parameter: Deny,Audit,Disabled",Audit,,Audit,
71ef260a-8f18-47b7-abcb-62d0673d94dc,,BuiltIn,Azure Ai Services,Azure AI Services resources should have key access disabled (disable local authentication),"Key access (local authentication) is recommended to be disabled for security. Azure OpenAI Studio, typically used in development/testing, requires key access and will not function if key access is disabled. After disabling, Microsoft Entra ID becomes the only access method, which allows maintaining minimum privilege principle and granular control. Learn more at: https://aka.ms/AI/auth",Azure_Security_Benchmark_v3.0_IM-1,MCSB: Audit (Policy Default),"override: Deny,Audit,Disabled",Audit,,Audit,
037eea7a-bd0a-46c5-9a66-03aea78705d3,,BuiltIn,Azure Ai Services,Azure AI Services resources should restrict network access,"By restricting network access, you can ensure that only allowed networks can access the service. This can be achieved by configuring network rules so that only applications from allowed networks can access the Azure AI service.",Azure_Security_Benchmark_v3.0_NS-2,MCSB: Audit (default: cognitiveServicesAccountsShouldRestrictNetworkAccessMonitoringEffect),"parameter: Deny,Audit,Disabled",Audit,,Audit,
d6759c02-b87f-42b7-892e-71b3f471d782,,BuiltIn,Azure Ai Services,Azure AI Services resources should use Azure Private Link,Azure Private Link lets you connect your virtual network to Azure services without a public IP address at the source or destination. The Private Link platform reduces data leakage risks by handling the connectivity between the consumer and services over the Azure backbone network. Learn more about private links at: https://aka.ms/AzurePrivateLink/Overview,Azure_Security_Benchmark_v3.0_NS-2,MCSB: Audit (Policy Default),"override: Audit,Disabled",Audit,,Audit,
1b4d1c4e-934c-4703-944c-27c82c06bebb,,BuiltIn,Azure Ai Services,Diagnostic logs in Azure AI services resources should be enabled,"Enable logs for Azure AI services resources. This enables you to recreate activity trails for investigation purposes, when a security incident occurs or your network is compromised",Azure_Security_Benchmark_v3.0_LT-3,MCSB: AuditIfNotExists (Policy Default),"override: AuditIfNotExists,Disabled",AuditIfNotExists,,AuditIfNotExists,
51c1490f-3319-459c-bbbc-7f391bbed753,,BuiltIn,Azure Databricks,Azure Databricks Clusters should disable public IP,Disabling public IP of clusters in Azure Databricks Workspaces improves security by ensuring that the clusters aren't exposed on the public internet. Learn more at: https://learn.microsoft.com/azure/databricks/security/secure-cluster-connectivity.,Azure_Security_Benchmark_v3.0_NS-2,MCSB: Audit (Policy Default),"override: Deny,Audit,Disabled",Audit,,Audit,
9c25c9e4-ee12-4882-afd2-11fb9d87893f,,BuiltIn,Azure Databricks,Azure Databricks Workspaces should be in a virtual network,"Azure Virtual Networks provide enhanced security and isolation for your Azure Databricks Workspaces, as well as subnets, access control policies, and other features to further restrict access. Learn more at: https://docs.microsoft.com/azure/databricks/administration-guide/cloud-configurations/azure/vnet-inject.",Azure_Security_Benchmark_v3.0_NS-2,MCSB: Audit (Policy Default),"override: Deny,Audit,Disabled",Audit,,Audit,
0e7849de-b939-4c50-ab48-fc6b0f5eeba2,,BuiltIn,Azure Databricks,Azure Databricks Workspaces should disable public network access,Disabling public network access improves security by ensuring that the resource isn't exposed on the public internet. You can control exposure of your resources by creating private endpoints instead. Learn more at: https://learn.microsoft.com/azure/databricks/administration-guide/cloud-configurations/azure/private-link. ,Azure_Security_Benchmark_v3.0_NS-2,MCSB: Audit (Policy Default),"override: Deny,Audit,Disabled",Audit,,Audit,
258823f2-4595-4b52-b333-cc96192710d8,,BuiltIn,Azure Databricks,Azure Databricks Workspaces should use private link,"Azure Private Link lets you connect your virtual networks to Azure services without a public IP address at the source or destination. The Private Link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to Azure Databricks workspaces, you can reduce data leakage risks. Learn more about private links at: https://aka.ms/adbpe.",Azure_Security_Benchmark_v3.0_NS-2,MCSB: Audit (Policy Default),"override: Audit,Disabled",Audit,,Audit,
138ff14d-b687-4faa-a81c-898c91a87fa2,,BuiltIn,Azure Databricks,Resource logs in Azure Databricks Workspaces should be enabled,Resource logs enable recreating activity trails to use for investigation purposes when a security incident occurs or when your network is compromised.,Azure_Security_Benchmark_v3.0_LT-3,MCSB: AuditIfNotExists (Policy Default),"override: AuditIfNotExists,Disabled",AuditIfNotExists,,AuditIfNotExists,
bd876905-5b84-4f73-ab2d-2e7a7c4568d9,,BuiltIn,Azure Update Manager,Machines should be configured to periodically check for missing system updates,"To ensure periodic assessments for missing system updates are triggered automatically every 24 hours, the AssessmentMode property should be set to 'AutomaticByPlatform'. Learn more about AssessmentMode property for Windows: https://aka.ms/computevm-windowspatchassessmentmode, for Linux: https://aka.ms/computevm-linuxpatchassessmentmode.",Azure_Security_Benchmark_v3.0_PV-6,MCSB: Audit (default: systemUpdatesAutoAssessmentModeEffect),"parameter: Audit,Disabled",Audit,,Audit,
013e242c-8828-4970-87b3-ab247555486d,,BuiltIn,Backup,Azure Backup should be enabled for Virtual Machines,Ensure protection of your Azure Virtual Machines by enabling Azure Backup. Azure Backup is a secure and cost effective data protection solution for Azure.,"Azure_Security_Benchmark_v3.0_BR-1,Azure_Security_Benchmark_v3.0_BR-2",MCSB: AuditIfNotExists (default: azureBackupShouldBeEnabledForVirtualMachinesMonitoringEffect),"parameter: AuditIfNotExists,Disabled",AuditIfNotExists,,AuditIfNotExists,
428256e6-1fac-4f48-a757-df34c2b3336d,,BuiltIn,Batch,Resource logs in Batch accounts should be enabled,Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes; when a security incident occurs or when your network is compromised,Azure_Security_Benchmark_v3.0_LT-3,MCSB: AuditIfNotExists (default: diagnosticsLogsInBatchAccountMonitoringEffect),"parameter: AuditIfNotExists,Disabled",AuditIfNotExists,"{""diagnosticsLogsInBatchAccountRetentionDays"":""1""}",AuditIfNotExists,"{""diagnosticsLogsInBatchAccountRetentionDays"":""1""}"
7803067c-7d34-46e3-8c79-0ca68fc4036d,,BuiltIn,Cache,Azure Cache for Redis should use private link,"Private endpoints lets you connect your virtual network to Azure services without a public IP address at the source or destination. By mapping private endpoints to your Azure Cache for Redis instances, data leakage risks are reduced. Learn more at: https://docs.microsoft.com/azure/azure-cache-for-redis/cache-private-link.",Azure_Security_Benchmark_v3.0_NS-2,MCSB: AuditIfNotExists (default: azureCacheForRedisShouldUsePrivateEndpointMonitoringEffect),"parameter: AuditIfNotExists,Disabled",AuditIfNotExists,,AuditIfNotExists,
22bee202-a82f-4305-9a2a-6d7f44d4dedb,,BuiltIn,Cache,Only secure connections to your Azure Cache for Redis should be enabled,"Audit enabling of only connections via SSL to Azure Cache for Redis. Use of secure connections ensures authentication between the server and the service and protects data in transit from network layer attacks such as man-in-the-middle, eavesdropping, and session-hijacking",Azure_Security_Benchmark_v3.0_DP-3,MCSB: Audit (default: diagnosticsLogsInRedisCacheMonitoringEffect),"parameter: Deny,Audit,Disabled",Audit,,Audit,
cddd188c-4b82-4c48-a19d-ddf74ee66a01,,BuiltIn,Cognitive Services,[Deprecated]: Cognitive Services should use private link,"Azure Private Link lets you connect your virtual networks to Azure services without a public IP address at the source or destination. The Private Link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to Cognitive Services, you'll reduce the potential for data leakage. Learn more about private links at: https://go.microsoft.com/fwlink/?linkid=2129800.",Azure_Security_Benchmark_v3.0_NS-2,MCSB: Audit (Policy Default),"override: Audit,Disabled",Audit,,Audit,
67121cc7-ff39-4ab8-b7e3-95b84dab487d,,BuiltIn,Cognitive Services,Azure AI Services resources should encrypt data at rest with a customer-managed key (CMK),"Using customer-managed keys to encrypt data at rest provides more control over the key lifecycle, including rotation and management. This is particularly relevant for organizations with related compliance requirements. This is not assessed by default and should only be applied when required by compliance or restrictive policy requirements. If not enabled, the data will be encrypted using platform-managed keys. To implement this, update the 'Effect' parameter in the Security Policy for the applicable scope.",Azure_Security_Benchmark_v3.0_DP-5,MCSB: Disabled (default: cognitiveServicesAccountsShouldEnableDataEncryptionWithACustomerManagedKeyMonitoringEffect),"parameter: Deny,Audit,Disabled",Disabled,,Disabled,
fc4d8e41-e223-45ea-9bf5-eada37891d87,,BuiltIn,Compute,Virtual machines and virtual machine scale sets should have encryption at host enabled,"Use encryption at host to get end-to-end encryption for your virtual machine and virtual machine scale set data. Encryption at host enables encryption at rest for your temporary disk and OS/data disk caches. Temporary and ephemeral OS disks are encrypted with platform-managed keys when encryption at host is enabled. OS/data disk caches are encrypted at rest with either customer-managed or platform-managed key, depending on the encryption type selected on the disk. Learn more at https://aka.ms/vm-hbe.",Azure_Security_Benchmark_v3.0_DP-4,MCSB: Audit (Policy Default),"override: Deny,Audit,Disabled",Audit,,Audit,
1d84d5fb-01f6-4d12-ba4f-4a26081d403d,,BuiltIn,Compute,Virtual machines should be migrated to new Azure Resource Manager resources,"Use new Azure Resource Manager for your virtual machines to provide security enhancements such as: stronger access control (RBAC), better auditing, Azure Resource Manager based deployment and governance, access to managed identities, access to key vault for secrets, Azure AD-based authentication and support for tags and resource groups for easier security management",Azure_Security_Benchmark_v3.0_AM-2,MCSB: Audit (default: classicComputeVMsMonitoringEffect),"parameter: Deny,Audit,Disabled",Audit,,Audit,
5b9159ae-1701-4a6f-9a7a-aa9c8ddd0580,,BuiltIn,Container Registry,Container registries should be encrypted with a customer-managed key,"Use customer-managed keys to manage the encryption at rest of the contents of your registries. By default, the data is encrypted at rest with service-managed keys, but customer-managed keys are commonly required to meet regulatory compliance standards. Customer-managed keys enable the data to be encrypted with an Azure Key Vault key created and owned by you. You have full control and responsibility for the key lifecycle, including rotation and management. Learn more at https://aka.ms/acr/CMK.",Azure_Security_Benchmark_v3.0_DP-5,MCSB: Disabled (default: containerRegistriesShouldBeEncryptedWithACustomerManagedKeyMonitoringEffect),"parameter: Deny,Audit,Disabled",Disabled,,Disabled,
d0793b48-0edc-4296-a390-4c75d1bdfd71,,BuiltIn,Container Registry,Container registries should not allow unrestricted network access,"Azure container registries by default accept connections over the internet from hosts on any network. To protect your registries from potential threats, allow access from only specific private endpoints, public IP addresses or address ranges. If your registry doesn't have network rules configured, it will appear in the unhealthy resources. Learn more about Container Registry network rules here: https://aka.ms/acr/privatelink, https://aka.ms/acr/portal/public-network and https://aka.ms/acr/vnet.",Azure_Security_Benchmark_v3.0_NS-2,MCSB: Audit (default: containerRegistriesShouldNotAllowUnrestrictedNetworkAccessMonitoringEffect),"parameter: Audit,Disabled",Audit,,Audit,
e8eef0a8-67cf-4eb4-9386-14b0e78733d4,,BuiltIn,Container Registry,Container registries should use private link,"Azure Private Link lets you connect your virtual network to Azure services without a public IP address at the source or destination. The private link platform handles the connectivity between the consumer and services over the Azure backbone network.By mapping private endpoints to your container registries instead of the entire service, you'll also be protected against data leakage risks. Learn more at: https://aka.ms/acr/private-link.",Azure_Security_Benchmark_v3.0_NS-2,MCSB: Audit (default: containerRegistriesShouldUsePrivateLinkMonitoringEffect),"parameter: Audit,Disabled",Audit,,Audit,
862e97cf-49fc-4a5c-9de4-40d4e2e7c8eb,,BuiltIn,Cosmos DB,Azure Cosmos DB accounts should have firewall rules,Firewall rules should be defined on your Azure Cosmos DB accounts to prevent traffic from unauthorized sources. Accounts that have at least one IP rule defined with the virtual network filter enabled are deemed compliant. Accounts disabling public access are also deemed compliant.,Azure_Security_Benchmark_v3.0_NS-2,MCSB: Audit (default: azureCosmosDBAccountsShouldHaveFirewallRulesMonitoringEffect),"parameter: Deny,Audit,Disabled",Audit,,Audit,
1f905d99-2ab7-462c-a6b0-f709acca6c8f,,BuiltIn,Cosmos DB,Azure Cosmos DB accounts should use customer-managed keys to encrypt data at rest,"Use customer-managed keys to manage the encryption at rest of your Azure Cosmos DB. By default, the data is encrypted at rest with service-managed keys, but customer-managed keys are commonly required to meet regulatory compliance standards. Customer-managed keys enable the data to be encrypted with an Azure Key Vault key created and owned by you. You have full control and responsibility for the key lifecycle, including rotation and management. Learn more at https://aka.ms/cosmosdb-cmk.",Azure_Security_Benchmark_v3.0_DP-5,MCSB: disabled (default: azureCosmosDbAccountsShouldUseCustomerManagedKeysToEncryptDataAtRestMonitoringEffect),"parameter: Deny,Audit,Disabled",Disabled,,Disabled,
797b37f7-06b8-444c-b1ad-fc62867f335a,,BuiltIn,Cosmos DB,Azure Cosmos DB should disable public network access,Disabling public network access improves security by ensuring that your CosmosDB account isn't exposed on the public internet. Creating private endpoints can limit exposure of your CosmosDB account. Learn more at: https://docs.microsoft.com/azure/cosmos-db/how-to-configure-private-endpoints#blocking-public-network-access-during-account-creation.,Azure_Security_Benchmark_v3.0_NS-2,MCSB: Audit (Policy Default),"override: Deny,Audit,Disabled",Audit,,Audit,
5450f5bd-9c72-4390-a9c4-a7aba4edfdd2,,BuiltIn,Cosmos DB,Cosmos DB database accounts should have local authentication methods disabled,Disabling local authentication methods improves security by ensuring that Cosmos DB database accounts exclusively require Azure Active Directory identities for authentication. Learn more at: https://docs.microsoft.com/azure/cosmos-db/how-to-setup-rbac#disable-local-auth.,Azure_Security_Benchmark_v3.0_IM-1,MCSB: Audit (default: azureCosmosDbAccountsShouldHaveLocalAuthenticationMethodsDisabledMonitoringEffect),"parameter: Deny,Audit,Disabled",Audit,,Audit,
58440f8a-10c5-4151-bdce-dfbaad4a20b7,,BuiltIn,Cosmos DB,CosmosDB accounts should use private link,"Azure Private Link lets you connect your virtual network to Azure services without a public IP address at the source or destination. The Private Link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to your CosmosDB account, data leakage risks are reduced. Learn more about private links at: https://docs.microsoft.com/azure/cosmos-db/how-to-configure-private-endpoints.",Azure_Security_Benchmark_v3.0_NS-2,MCSB: Audit (Policy Default),"override: Audit,Disabled",Audit,,Audit,
057ef27e-665e-4328-8ea3-04b3122bd9fb,,BuiltIn,Data Lake,Resource logs in Azure Data Lake Store should be enabled,Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes; when a security incident occurs or when your network is compromised,Azure_Security_Benchmark_v3.0_LT-3,MCSB: AuditIfNotExists (default: diagnosticsLogsInDataLakeStoreMonitoringEffect),"parameter: AuditIfNotExists,Disabled",AuditIfNotExists,"{""diagnosticsLogsInDataLakeStoreRetentionDays"":""1""}",AuditIfNotExists,"{""diagnosticsLogsInDataLakeStoreRetentionDays"":""1""}"
c95c74d9-38fe-4f0d-af86-0c7d626a315c,,BuiltIn,Data Lake,Resource logs in Data Lake Analytics should be enabled,Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes; when a security incident occurs or when your network is compromised,Azure_Security_Benchmark_v3.0_LT-3,MCSB: AuditIfNotExists (default: diagnosticsLogsInDataLakeAnalyticsMonitoringEffect),"parameter: AuditIfNotExists,Disabled",AuditIfNotExists,"{""diagnosticsLogsInDataLakeAnalyticsRetentionDays"":""1""}",AuditIfNotExists,"{""diagnosticsLogsInDataLakeAnalyticsRetentionDays"":""1""}"
9830b652-8523-49cc-b1b3-e17dce1127ca,,BuiltIn,Event Grid,Azure Event Grid domains should use private link,"Azure Private Link lets you connect your virtual network to Azure services without a public IP address at the source or destination. The Private Link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to your Event Grid domain instead of the entire service, you'll also be protected against data leakage risks. Learn more at: https://aka.ms/privateendpoints.",Azure_Security_Benchmark_v3.0_NS-2,MCSB: Audit (default: azureEventGridDomainsShouldUsePrivateLinkMonitoringEffect),"parameter: Audit,Disabled",Audit,,Audit,
